deduplicated_event_id,protocol,scene_token,sample_token,identity,query_source,timestamp,candidate_count,candidates,r2_a_zero,r2_b_zero,r2_a_50iter,r2_b_50iter
223,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[619.9891967773438, 1650.368408203125, 1.5245686769485474]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
224,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[623.934326171875, 1671.8759765625, 0.9464958906173706]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
225,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[624.0274047851562, 1671.9637451171875, 0.9616907835006714]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
226,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[625.2484130859375, 1667.6151123046875, 0.9106985330581665]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
227,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[625.2706298828125, 1667.6490478515625, 0.8967362642288208]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
228,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[626.2907104492188, 1670.5693359375, 0.7465106248855591]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
229,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[626.6278686523438, 1670.0584716796875, 0.7777506113052368]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
230,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[626.6488037109375, 1670.0650634765625, 0.7905505895614624]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
231,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[629.6487426757812, 1650.5855712890625, 1.0523465871810913]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
232,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[632.079833984375, 1648.3189697265625, 1.0651559829711914]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
233,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[632.0940551757812, 1648.3162841796875, 1.0633819103240967]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
234,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[632.4676513671875, 1648.7110595703125, 1.0454885959625244]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
235,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[632.4680786132812, 1648.7193603515625, 1.0427722930908203]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
236,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.16748046875, 1639.140869140625, 1.2408652305603027]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
237,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.1712036132812, 1639.1484375, 1.2412893772125244]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
238,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.3134765625, 1649.2608642578125, 1.010736346244812]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
239,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.315185546875, 1649.25439453125, 1.0062943696975708]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
240,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.6001586914062, 1646.1033935546875, 1.0137547254562378]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
241,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.6021728515625, 1646.0933837890625, 1.0117988586425781]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
242,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.7216186523438, 1647.6207275390625, 1.0022685527801514]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
243,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.7290649414062, 1647.61279296875, 0.9999165534973145]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
244,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[635.4395141601562, 1641.796875, 0.9983081817626953]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
245,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[635.4542236328125, 1641.712646484375, 1.0007591247558594]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
246,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[635.5234375, 1641.60595703125, 1.0056158304214478]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
247,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[635.6363525390625, 1640.943359375, 1.0295159816741943]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
248,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[635.6439819335938, 1640.9609375, 1.0235354900360107]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
249,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"traffic_cone:[604.411865234375, 1633.506591796875, 1.3465417623519897]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
250,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"traffic_cone:[604.4254760742188, 1633.488037109375, 1.3621312379837036]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
251,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"traffic_cone:[626.4850463867188, 1670.2841796875, 0.7612513303756714]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
252,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,081c19290123437ba6a3617344bbb55d,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
253,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,081c19290123437ba6a3617344bbb55d,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
254,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,0af15fef1ea54711846a22c13ab87a73,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
255,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,0af15fef1ea54711846a22c13ab87a73,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
256,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,135bbe9c408f42dc8731b501122e9973,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
257,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,1bf77b2cec7b435593052cad0182316c,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
258,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,2b5c84ef9b6e417aabc0ee048e3c4ca0,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
259,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,2c9deea58db742879c21342d4685e0ce,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
260,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,492dd3a15f894562b56ba7a00b39e47b,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
261,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,78fc00fbc8fa4c8ba304d3165d719b92,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
262,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,82a62ee4c5bc4e44a889b406e868444d,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
263,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,b5be02d305d14d3ca7b4cd5146b99fcb,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
264,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"bicycle:[612.6150512695312, 1647.0799560546875, 1.6107624769210815]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
265,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"bicycle:[613.0358276367188, 1647.515869140625, 1.6358133554458618]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
266,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,dbed4cee903546d5b402f9ace1d3f399,base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
267,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[603.5468139648438, 1633.9998779296875, 1.564245581626892]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
268,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[607.4617919921875, 1636.4927978515625, 1.7425755262374878]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
269,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[607.5807495117188, 1636.5089111328125, 1.7006789445877075]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
270,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[609.5068359375, 1635.1905517578125, 1.639743685722351]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
271,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[613.0662231445312, 1652.8631591796875, 1.784389853477478]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
272,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[613.06884765625, 1652.8701171875, 1.7922548055648804]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
273,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[613.480712890625, 1654.2034912109375, 1.6005812883377075]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
274,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[613.5225219726562, 1654.266845703125, 1.5797659158706665]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
275,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[619.5113525390625, 1651.2418212890625, 1.6214946508407593]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
276,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[619.7252197265625, 1651.303466796875, 1.5968295335769653]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
277,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[623.3784790039062, 1669.0738525390625, 1.12248957157135]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
278,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[623.4027099609375, 1669.102783203125, 1.125019907951355]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
279,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[625.8975830078125, 1617.5518798828125, 1.0717791318893433]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
280,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[625.8995971679688, 1617.549072265625, 1.0729936361312866]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
281,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[626.2135009765625, 1669.8182373046875, 0.8589178323745728]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
282,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[626.2904052734375, 1669.848876953125, 0.862289547920227]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
283,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[626.7916259765625, 1667.8856201171875, 0.9327014684677124]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
284,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[626.8024291992188, 1667.8924560546875, 0.9421385526657104]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
285,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[628.8309936523438, 1671.072998046875, 0.7519038915634155]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
286,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[628.873779296875, 1671.1240234375, 0.7558532953262329]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
287,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[629.5762939453125, 1649.32177734375, 1.2541497945785522]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
288,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[630.900390625, 1649.6513671875, 1.081407904624939]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
289,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[631.0382690429688, 1649.7655029296875, 1.063775658607483]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
290,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.0648803710938, 1639.1126708984375, 1.359667181968689]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
291,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.0833740234375, 1639.1131591796875, 1.3565797805786133]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
292,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.4609375, 1650.1458740234375, 0.9940532445907593]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
293,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.49169921875, 1648.79345703125, 0.9209953546524048]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
294,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.4932250976562, 1648.8087158203125, 0.9236866235733032]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
295,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.8101196289062, 1650.1907958984375, 0.9745227098464966]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
296,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.4036865234375, 1644.9666748046875, 0.9659757614135742]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
297,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.421875, 1644.982421875, 0.9622032642364502]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
298,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.5518798828125, 1647.5960693359375, 0.9086753129959106]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
299,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.5548095703125, 1647.608642578125, 0.9142690896987915]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
300,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.632568359375, 1647.0042724609375, 0.9780715703964233]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
301,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.6364135742188, 1647.002685546875, 0.9808082580566406]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
302,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[635.7343139648438, 1641.60205078125, 0.9253532886505127]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
303,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[636.0326538085938, 1643.5201416015625, 0.9871858358383179]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
304,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[636.396240234375, 1642.4444580078125, 0.9889942407608032]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
305,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[636.4002685546875, 1642.00830078125, 0.9757015705108643]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
306,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[636.4307861328125, 1642.47021484375, 0.9876614809036255]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
307,compound,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"traffic_cone:[605.3385620117188, 1633.8111572265625, 1.3566209077835083]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
